Date,Transaction Description,Category,Amount,Type,Payment Method
2024-07-13,Bus and taxi fare - July 2024,Transportation,357.30,Expense,Cash
2024-07-13,Cafe and coffee purchase - July 2024,Food & Drink,613.71,Expense,Debit Card
2024-07-16,Salary income received - July 2024,Salary,4136.04,Income,Bank Transfer
2024-07-20,Apartment rent payment - July 2024,Rent,1388.29,Expense,Bank Transfer
2024-07-21,Game and entertainment purchase - July 2024,Entertainment,783.14,Expense,E-Wallet
2024-07-22,Refund income received - July 2024,Other Income,1908.41,Income,Debit Card
2024-07-23,Investment dividend income - July 2024,Investment,2242.29,Income,Bank Transfer
2024-07-23,Portfolio interest income - July 2024,Investment,2284.88,Income,Bank Transfer
2024-07-25,Daily transportation expense - July 2024,Transportation,501.06,Expense,Cash
2024-07-26,Freelance project payment - July 2024,Freelance,2590.89,Income,Debit Card
2024-07-26,Retail shopping purchase - July 2024,Shopping,282.93,Expense,Credit Card
2024-07-26,Personal shopping expense - July 2024,Shopping,312.19,Expense,Credit Card
2024-07-26,Monthly salary deposit - July 2024,Salary,3677.33,Income,E-Wallet
2024-07-27,Payroll wage received - July 2024,Salary,3705.11,Income,Debit Card
2024-07-27,Daily transportation expense - July 2024,Transportation,166.19,Expense,Cash
2024-07-27,Electricity and water bill - July 2024,Utilities,320.29,Expense,Bank Transfer
2024-07-28,Game and entertainment purchase - July 2024,Entertainment,373.51,Expense,E-Wallet
2024-07-28,Monthly utilities bill - July 2024,Utilities,352.14,Expense,Bank Transfer
2024-07-29,Supermarket grocery purchase - July 2024,Groceries,547.27,Expense,Debit Card
2024-07-29,Cafe and coffee purchase - July 2024,Food & Drink,424.08,Expense,Debit Card
2024-07-29,Lunch and dining expense - July 2024,Food & Drink,447.79,Expense,Debit Card
2024-07-30,Monthly salary deposit - July 2024,Salary,3941.59,Income,Debit Card
2024-07-30,Monthly housing rent - July 2024,Rent,1280.18,Expense,Bank Transfer
2024-08-01,Lunch and dining expense - August 2024,Food & Drink,531.07,Expense,Debit Card
2024-08-02,Bus and taxi fare - August 2024,Transportation,341.80,Expense,Cash
2024-08-02,Cafe and coffee purchase - August 2024,Food & Drink,578.48,Expense,Debit Card
2024-08-03,Salary income received - August 2024,Salary,4094.74,Income,Bank Transfer
2024-08-03,Hotel and flight booking - August 2024,Travel,1486.04,Expense,Credit Card
2024-08-08,Game and entertainment purchase - August 2024,Entertainment,739.65,Expense,E-Wallet
2024-08-09,Daily transportation expense - August 2024,Transportation,429.61,Expense,Cash
2024-08-11,Investment dividend income - August 2024,Investment,2200.85,Income,Bank Transfer
2024-08-14,Retail shopping purchase - August 2024,Shopping,942.45,Expense,Credit Card
2024-08-14,Netflix or Spotify payment - August 2024,Entertainment,871.71,Expense,E-Wallet
2024-08-14,Apartment rent payment - August 2024,Rent,1472.07,Expense,Bank Transfer
2024-08-15,Hospital or pharmacy expense - August 2024,Healthcare,1077.98,Expense,Debit Card
2024-08-22,Netflix or Spotify payment - August 2024,Entertainment,168.70,Expense,E-Wallet
2024-08-23,Freelance project payment - August 2024,Freelance,1387.19,Income,E-Wallet
2024-08-25,Retail shopping purchase - August 2024,Shopping,342.24,Expense,Credit Card
2024-08-25,Trip and accommodation expense - August 2024,Travel,819.37,Expense,Credit Card
2024-08-25,Freelance project payment - August 2024,Freelance,1531.63,Income,Bank Transfer
2024-08-27,Travel booking payment - August 2024,Travel,908.26,Expense,Credit Card
2024-08-27,Salary income received - August 2024,Salary,3789.19,Income,Debit Card
2024-08-28,Monthly salary deposit - August 2024,Salary,3816.97,Income,Bank Transfer
2024-08-28,Cafe and coffee purchase - August 2024,Food & Drink,401.02,Expense,Debit Card
2024-08-28,Personal shopping expense - August 2024,Shopping,562.08,Expense,Credit Card
2024-08-30,Movie and streaming subscription - August 2024,Entertainment,491.34,Expense,E-Wallet
2024-09-01,Hospital or pharmacy expense - September 2024,Healthcare,621.68,Expense,Debit Card
2024-09-02,Refund income received - September 2024,Other Income,1542.84,Income,Bank Transfer
2024-09-05,Bus and taxi fare - September 2024,Transportation,318.13,Expense,Cash
2024-09-05,Monthly housing rent - September 2024,Rent,1305.41,Expense,Bank Transfer
2024-09-05,Refund income received - September 2024,Other Income,1685.99,Income,Bank Transfer
2024-09-05,Hotel and flight booking - September 2024,Travel,1442.79,Expense,Credit Card
2024-09-06,Game and entertainment purchase - September 2024,Entertainment,711.18,Expense,E-Wallet
2024-09-07,Investment return received - September 2024,Investment,2094.94,Income,Debit Card
2024-09-08,Movie and streaming subscription - September 2024,Entertainment,769.70,Expense,E-Wallet
2024-09-10,Hospital or pharmacy expense - September 2024,Healthcare,931.75,Expense,Debit Card
2024-09-13,Investment return received - September 2024,Investment,2222.72,Income,E-Wallet
2024-09-15,Restaurant meal payment - September 2024,Food & Drink,757.22,Expense,Debit Card
2024-09-16,Hospital or pharmacy expense - September 2024,Healthcare,1046.27,Expense,Debit Card
2024-09-17,Trip and accommodation expense - September 2024,Travel,1821.17,Expense,Credit Card
2024-09-17,Hotel and flight booking - September 2024,Travel,664.41,Expense,Credit Card
2024-09-17,Internet utility payment - September 2024,Utilities,241.09,Expense,Bank Transfer
2024-09-18,Salary income received - September 2024,Salary,3664.56,Income,Bank Transfer
2024-09-21,Freelance project payment - September 2024,Freelance,1460.06,Income,Bank Transfer
2024-09-22,Internet utility payment - September 2024,Utilities,297.05,Expense,Bank Transfer
2024-09-23,Refund income received - September 2024,Other Income,1237.84,Income,Debit Card
2024-09-24,Restaurant meal payment - September 2024,Food & Drink,342.08,Expense,Debit Card
2024-09-25,Monthly housing rent - September 2024,Rent,1180.63,Expense,Bank Transfer
2024-09-26,Trip and accommodation expense - September 2024,Travel,1042.79,Expense,Credit Card
2024-09-26,Hotel and flight booking - September 2024,Travel,2287.24,Expense,Credit Card
2024-09-27,Hospital or pharmacy expense - September 2024,Healthcare,573.23,Expense,Debit Card
2024-09-27,Grocery and household staples - September 2024,Groceries,621.92,Expense,Debit Card
2024-10-01,Bus and taxi fare - October 2024,Transportation,302.63,Expense,Cash
2024-10-01,Portfolio interest income - October 2024,Investment,1861.26,Income,Debit Card
2024-10-02,Trip and accommodation expense - October 2024,Travel,1332.28,Expense,Credit Card
2024-10-02,Clothing and household shopping - October 2024,Shopping,738.43,Expense,Credit Card
2024-10-03,Internet utility payment - October 2024,Utilities,496.34,Expense,Bank Transfer
2024-10-04,Refund income received - October 2024,Other Income,1747.65,Income,Debit Card
2024-10-04,Freelance project payment - October 2024,Freelance,2256.46,Income,Bank Transfer
2024-10-07,Cafe and coffee purchase - October 2024,Food & Drink,674.57,Expense,Debit Card
2024-10-08,Lunch and dining expense - October 2024,Food & Drink,698.28,Expense,Debit Card
2024-10-09,Apartment rent payment - October 2024,Rent,1431.08,Expense,Bank Transfer
2024-10-10,Hospital or pharmacy expense - October 2024,Healthcare,997.82,Expense,Debit Card
2024-10-10,Trip and accommodation expense - October 2024,Travel,1755.11,Expense,Credit Card
2024-10-11,Supermarket grocery purchase - October 2024,Groceries,952.25,Expense,Debit Card
2024-10-12,Game and entertainment purchase - October 2024,Entertainment,170.28,Expense,E-Wallet
2024-10-15,Monthly utilities bill - October 2024,Utilities,241.52,Expense,Bank Transfer
2024-10-17,Supermarket grocery purchase - October 2024,Groceries,377.48,Expense,Debit Card
2024-10-17,Payroll wage received - October 2024,Salary,3693.09,Income,E-Wallet
2024-10-18,Trip and accommodation expense - October 2024,Travel,843.39,Expense,Credit Card
2024-10-19,Electricity and water bill - October 2024,Utilities,305.23,Expense,Bank Transfer
2024-10-19,Retail shopping purchase - October 2024,Shopping,445.84,Expense,Credit Card
2024-10-21,Residential rent payment - October 2024,Rent,1181.08,Expense,Bank Transfer
2024-10-21,Supermarket grocery purchase - October 2024,Groceries,536.70,Expense,Debit Card
2024-10-21,Travel booking payment - October 2024,Travel,1088.44,Expense,Credit Card
2024-10-23,Salary income received - October 2024,Salary,3901.80,Income,Bank Transfer
2024-10-24,Monthly salary deposit - October 2024,Salary,3929.58,Income,E-Wallet
2024-10-28,Portfolio interest income - October 2024,Investment,1797.95,Income,Debit Card
2024-11-01,Trip and accommodation expense - November 2024,Travel,1266.22,Expense,Credit Card
2024-11-02,Apartment rent payment - November 2024,Rent,1306.31,Expense,Bank Transfer
2024-11-03,Monthly housing rent - November 2024,Rent,1322.97,Expense,Bank Transfer
2024-11-03,Lunch and dining expense - November 2024,Food & Drink,591.93,Expense,Debit Card
2024-11-11,Apartment rent payment - November 2024,Rent,1356.31,Expense,Bank Transfer
2024-11-11,Monthly housing rent - November 2024,Rent,1372.97,Expense,Bank Transfer
2024-11-12,Trip and accommodation expense - November 2024,Travel,1555.71,Expense,Credit Card
2024-11-13,Monthly salary deposit - November 2024,Salary,4193.84,Income,Debit Card
2024-11-13,Portfolio interest income - November 2024,Investment,2225.03,Income,Bank Transfer
2024-11-13,Refund income received - November 2024,Other Income,1973.37,Income,Bank Transfer
2024-11-13,Monthly salary deposit - November 2024,Salary,4291.44,Income,E-Wallet
2024-11-14,Travel booking payment - November 2024,Travel,1800.75,Expense,Credit Card
2024-11-14,Investment return received - November 2024,Investment,2395.40,Income,Bank Transfer
2024-11-16,Clothing and household shopping - November 2024,Shopping,285.31,Expense,Credit Card
2024-11-17,Travel booking payment - November 2024,Travel,1932.88,Expense,Credit Card
2024-11-17,Netflix or Spotify payment - November 2024,Entertainment,258.85,Expense,E-Wallet
2024-11-17,Supermarket grocery purchase - November 2024,Groceries,427.03,Expense,Debit Card
2024-11-17,Portfolio interest income - November 2024,Investment,1479.08,Income,Bank Transfer
2024-11-18,Monthly utilities bill - November 2024,Utilities,321.58,Expense,Bank Transfer
2024-11-18,Restaurant meal payment - November 2024,Food & Drink,354.89,Expense,Debit Card
2024-11-19,Payroll wage received - November 2024,Salary,3832.73,Income,Bank Transfer
2024-11-20,Trip and accommodation expense - November 2024,Travel,1066.82,Expense,Credit Card
2024-11-20,Supermarket grocery purchase - November 2024,Groceries,586.25,Expense,Debit Card
2024-11-22,Retail shopping purchase - November 2024,Shopping,607.95,Expense,Credit Card
2024-11-23,Refund income received - November 2024,Other Income,1525.23,Income,Bank Transfer
2024-11-24,Apartment rent payment - November 2024,Rent,1281.53,Expense,Bank Transfer
2024-11-24,Travel booking payment - November 2024,Travel,1311.86,Expense,Credit Card
2024-11-24,Trip and accommodation expense - November 2024,Travel,1356.31,Expense,Credit Card
2024-11-25,Electricity and water bill - November 2024,Utilities,489.02,Expense,Bank Transfer
2024-11-25,Family allowance transfer - November 2024,Allowance,1513.51,Income,banktransfer
2024-11-25,Salary income received - November 2024,Salary,4139.04,Income,E-Wallet
2024-11-26,Investment dividend income - November 2024,Investment,2119.12,Income,Debit Card
2024-11-29,Portfolio interest income - November 2024,Investment,2161.71,Income,Bank Transfer
2024-11-30,Salary income received - November 2024,Salary,4222.37,Income,Bank Transfer
2024-12-02,Electricity and water bill - December 2024,Utilities,592.75,Expense,Bank Transfer
2024-12-05,Retail shopping purchase - December 2024,Shopping,1224.08,Expense,Credit Card
2024-12-06,Daily transportation expense - December 2024,Transportation,502.78,Expense,Cash
2024-12-09,Supermarket grocery purchase - December 2024,Groceries,978.02,Expense,Debit Card
2024-12-11,Internet utility payment - December 2024,Utilities,234.20,Expense,Bank Transfer
2024-12-12,Residential rent payment - December 2024,Rent,1081.53,Expense,Bank Transfer
2024-12-12,Freelance project payment - December 2024,Freelance,1439.24,Income,Bank Transfer
2024-12-15,Monthly housing rent - December 2024,Rent,1114.86,Expense,Bank Transfer
2024-12-16,Personal shopping expense - December 2024,Shopping,653.13,Expense,Credit Card
2024-12-19,Restaurant meal payment - December 2024,Food & Drink,331.83,Expense,Debit Card
2024-12-19,Monthly housing rent - December 2024,Rent,1173.42,Expense,Bank Transfer
2024-12-21,Salary income received - December 2024,Salary,3833.48,Income,Bank Transfer
2024-12-23,Supermarket grocery purchase - December 2024,Groceries,549.91,Expense,Debit Card
2024-12-28,Monthly housing rent - December 2024,Rent,1223.42,Expense,Bank Transfer
2024-12-28,Netflix or Spotify payment - December 2024,Entertainment,673.71,Expense,E-Wallet
2024-12-28,Investment dividend income - December 2024,Investment,1778.38,Income,Bank Transfer
2024-12-29,Weekly groceries payment - December 2024,Groceries,660.24,Expense,Debit Card
2024-12-29,Refund income received - December 2024,Other Income,1607.81,Income,Debit Card
2020-01-25,Hospital or pharmacy expense - January 2020,Healthcare,582.92,Expense,Debit Card
2020-02-05,Investment return received - February 2020,Investment,2172.07,Income,Bank Transfer
2020-02-16,Electricity and water bill - February 2020,Utilities,309.96,Expense,Bank Transfer
2020-03-04,Game and entertainment purchase - March 2020,Entertainment,632.89,Expense,E-Wallet
2020-03-18,Daily transportation expense - March 2020,Transportation,92.58,Expense,Cash
